,step,train_error,train_loss,validation_error
0,0,0.9140625,2.4558517932891846,0.8640000224113464
1,391,0.859375,2.3704919815063477,0.8479999899864197
2,782,0.859375,2.3230109214782715,0.8199999928474426
3,1173,0.734375,2.2406058311462402,0.7720000147819519
4,1564,0.8203125,2.24072003364563,0.7760000228881836
5,1955,0.75,2.1502926349639893,0.7599999904632568
6,2346,0.8046875,2.1595141887664795,0.7720000147819519
7,2737,0.75,2.1569390296936035,0.7480000257492065
8,3128,0.7265625,2.148162364959717,0.7760000228881836
9,3519,0.671875,2.0605297088623047,0.7360000014305115
10,3910,0.7109375,2.078115940093994,0.6359999775886536
11,4301,0.7109375,2.0708107948303223,0.699999988079071
12,4692,0.71875,2.086995840072632,0.7440000176429749
13,5083,0.7578125,2.112196922302246,0.6840000152587891
14,5474,0.765625,2.0360257625579834,0.6679999828338623
15,5865,0.6875,1.9777384996414185,0.6840000152587891
16,6256,0.71875,2.0063984394073486,0.6679999828338623
17,6647,0.6875,1.950519323348999,0.7080000042915344
18,7038,0.7109375,2.0052220821380615,0.6959999799728394
19,7429,0.640625,1.922733187675476,0.6439999938011169
20,7820,0.75,2.004326105117798,0.5960000157356262
21,8211,0.6640625,1.8360917568206787,0.7319999933242798
22,8602,0.703125,1.9768056869506836,0.671999990940094
23,8993,0.6875,1.8763786554336548,0.6399999856948853
24,9384,0.7109375,1.9433954954147339,0.656000018119812
25,9775,0.59375,1.8374924659729004,0.6320000290870667
26,10166,0.640625,1.8333773612976074,0.656000018119812
27,10557,0.625,1.7579458951950073,0.6959999799728394
28,10948,0.5859375,1.7275822162628174,0.6240000128746033
29,11339,0.640625,1.7951934337615967,0.6039999723434448
30,11730,0.65625,1.9155911207199097,0.6399999856948853
31,12121,0.6953125,1.7983765602111816,0.6039999723434448
32,12512,0.609375,1.7712832689285278,0.5920000076293945
33,12903,0.59375,1.7663466930389404,0.6159999966621399
34,13294,0.5859375,1.7619092464447021,0.5400000214576721
35,13685,0.640625,1.7921836376190186,0.6000000238418579
36,14076,0.5859375,1.7680258750915527,0.5799999833106995
37,14467,0.6015625,1.709415078163147,0.5879999995231628
38,14858,0.6015625,1.735268235206604,0.5799999833106995
39,15249,0.5703125,1.7288966178894043,0.6079999804496765
40,15640,0.5625,1.6888724565505981,0.6079999804496765
41,16031,0.5546875,1.6245982646942139,0.6119999885559082
42,16422,0.4609375,1.5464788675308228,0.6320000290870667
43,16813,0.609375,1.7160422801971436,0.6079999804496765
44,17204,0.6640625,1.8622825145721436,0.6119999885559082
45,17595,0.5625,1.7351878881454468,0.6000000238418579
46,17986,0.5390625,1.690899133682251,0.6000000238418579
47,18377,0.609375,1.724988341331482,0.5920000076293945
48,18768,0.5859375,1.589056134223938,0.5799999833106995
49,19159,0.5859375,1.7249444723129272,0.5479999780654907
50,19550,0.6171875,1.8440700769424438,0.6359999775886536
51,19941,0.5859375,1.6584450006484985,0.5879999995231628
52,20332,0.546875,1.686439871788025,0.5559999942779541
53,20723,0.5546875,1.6572325229644775,0.5239999890327454
54,21114,0.4921875,1.5925542116165161,0.5479999780654907
55,21505,0.6171875,1.667582631111145,0.5720000267028809
56,21896,0.5078125,1.602000117301941,0.5680000185966492
57,22287,0.5390625,1.5298048257827759,0.5680000185966492
58,22678,0.5390625,1.5638151168823242,0.5720000267028809
59,23069,0.5703125,1.6251716613769531,0.5600000023841858
60,23460,0.5625,1.5916625261306763,0.5720000267028809
61,23851,0.4765625,1.469072699546814,0.5640000104904175
62,24242,0.5234375,1.4973493814468384,0.5
63,24633,0.53125,1.509341835975647,0.5879999995231628
64,25024,0.625,1.7709271907806396,0.5799999833106995
65,25415,0.4765625,1.4936600923538208,0.5440000295639038
66,25806,0.5703125,1.5605558156967163,0.5199999809265137
67,26197,0.5078125,1.379489779472351,0.5519999861717224
68,26588,0.5625,1.6254098415374756,0.5519999861717224
69,26979,0.5546875,1.5971286296844482,0.515999972820282
70,27370,0.5234375,1.4760290384292603,0.5479999780654907
71,27761,0.4765625,1.3703913688659668,0.5759999752044678
72,28152,0.4921875,1.4008822441101074,0.5239999890327454
73,28543,0.5390625,1.6109678745269775,0.5600000023841858
74,28934,0.5625,1.5884469747543335,0.5440000295639038
75,29325,0.59375,1.6524581909179688,0.5519999861717224
76,29716,0.546875,1.5962313413619995,0.5239999890327454
77,30107,0.53125,1.5734251737594604,0.5199999809265137
78,30498,0.5625,1.500730276107788,0.5839999914169312
79,30889,0.5078125,1.4890406131744385,0.5640000104904175
80,31280,0.5859375,1.6279083490371704,0.5239999890327454
81,31671,0.5234375,1.5036218166351318,0.5320000052452087
82,32062,0.515625,1.4000020027160645,0.5440000295639038
83,32453,0.5859375,1.6112120151519775,0.527999997138977
84,32844,0.5625,1.5927420854568481,0.6039999723434448
85,33235,0.5234375,1.5935823917388916,0.5799999833106995
86,33626,0.5625,1.5034881830215454,0.4399999976158142
87,34017,0.5625,1.5217087268829346,0.5879999995231628
88,34408,0.53125,1.5330928564071655,0.5400000214576721
89,34799,0.5625,1.5434041023254395,0.5
90,35190,0.515625,1.5093899965286255,0.5839999914169312
91,35581,0.515625,1.4721355438232422,0.48399999737739563
92,35972,0.4296875,1.37540864944458,0.5120000243186951
93,36363,0.546875,1.4941092729568481,0.515999972820282
94,36754,0.484375,1.4706642627716064,0.47200000286102295
95,37145,0.453125,1.6222695112228394,0.5239999890327454
96,37536,0.40625,1.3142839670181274,0.5080000162124634
97,37927,0.4921875,1.4078867435455322,0.5239999890327454
98,38318,0.515625,1.4979605674743652,0.48399999737739563
99,38709,0.5078125,1.4469728469848633,0.5
