,step,train_error,train_loss,validation_error
0,0,0.921875,2.5424020290374756,0.9120000004768372
1,391,0.8984375,2.4801344871520996,0.8840000033378601
2,782,0.875,2.4409127235412598,0.8679999709129333
3,1173,0.890625,2.4057223796844482,0.8999999761581421
4,1564,0.9296875,2.427865982055664,0.8920000195503235
5,1955,0.8515625,2.3545498847961426,0.8880000114440918
6,2346,0.8828125,2.3916866779327393,0.8679999709129333
7,2737,0.8828125,2.3442018032073975,0.8840000033378601
8,3128,0.8671875,2.324444055557251,0.8799999952316284
9,3519,0.875,2.362788200378418,0.9079999923706055
10,3910,0.828125,2.3036062717437744,0.8759999871253967
11,4301,0.8515625,2.323744773864746,0.8999999761581421
12,4692,0.8515625,2.2961652278900146,0.8759999871253967
13,5083,0.859375,2.2965588569641113,0.8479999899864197
14,5474,0.8671875,2.2960050106048584,0.8640000224113464
15,5865,0.875,2.2947194576263428,0.8560000061988831
16,6256,0.859375,2.28924822807312,0.8119999766349792
17,6647,0.8828125,2.2847557067871094,0.8040000200271606
18,7038,0.828125,2.2813026905059814,0.8119999766349792
19,7429,0.7890625,2.298109531402588,0.8399999737739563
20,7820,0.8515625,2.2701945304870605,0.8479999899864197
21,8211,0.796875,2.286468505859375,0.7879999876022339
22,8602,0.8203125,2.283200740814209,0.8320000171661377
23,8993,0.796875,2.2556746006011963,0.8360000252723694
24,9384,0.8515625,2.2725725173950195,0.8199999928474426
25,9775,0.796875,2.259870767593384,0.8360000252723694
26,10166,0.8359375,2.2731950283050537,0.8080000281333923
27,10557,0.8125,2.267493963241577,0.8080000281333923
28,10948,0.828125,2.2850961685180664,0.8320000171661377
29,11339,0.828125,2.2768845558166504,0.8199999928474426
30,11730,0.765625,2.267193555831909,0.8199999928474426
31,12121,0.7578125,2.2678442001342773,0.8040000200271606
32,12512,0.765625,2.2655882835388184,0.7559999823570251
33,12903,0.8046875,2.2735438346862793,0.7680000066757202
34,13294,0.7578125,2.2650632858276367,0.7879999876022339
35,13685,0.7734375,2.2684104442596436,0.7639999985694885
36,14076,0.765625,2.268880605697632,0.7440000176429749
37,14467,0.78125,2.2724430561065674,0.7799999713897705
38,14858,0.734375,2.2691097259521484,0.7799999713897705
39,15249,0.7890625,2.272109270095825,0.7680000066757202
40,15640,0.765625,2.2797510623931885,0.800000011920929
41,16031,0.8046875,2.2790818214416504,0.7720000147819519
42,16422,0.7421875,2.2788543701171875,0.7799999713897705
43,16813,0.8046875,2.2818357944488525,0.7760000228881836
44,17204,0.765625,2.2813682556152344,0.7400000095367432
45,17595,0.8125,2.2881298065185547,0.7919999957084656
46,17986,0.7578125,2.283442497253418,0.7960000038146973
47,18377,0.7734375,2.284907102584839,0.7799999713897705
48,18768,0.8359375,2.2936718463897705,0.7960000038146973
49,19159,0.8359375,2.289013147354126,0.8159999847412109
50,19550,0.796875,2.289757490158081,0.8080000281333923
51,19941,0.828125,2.2898778915405273,0.7720000147819519
